sentence,nutrient,pmid,label
methods: untargeted blood metabolic profiles were acquired using liquid chromatography-mass spectrometry at 1 week postpartum from 672 women in the copenhagen prospective studies on asthma in childhood(2010) (copsac(2010)) mother-child cohort and at pregnancy weeks 32 to 38 from 779 women in the vitamin d antenatal asthma reduction trial (vdaart) mother-child cohort.,vitamin d,37558060,3
"the most recent data suggest that approximately 21 % of all pregnant adolescent females in colombia are underweight, 27 % suffer from anemia, 20 % suffer from vitamin d deficiency, and 19 % suffer from vitamin b12 deficiency.",vitamin d,37387606,3
serum ferritin and 25-hydroxyvitamin d levels as predictors for premature birth in pregnant women with preeclampsia.,vitamin d,37933037,3
whether vitamin d status is associated with immunological changes in children with gastrointestinal food allergy (gfa) remains unclear.,vitamin d,28757197,3
"51 (37.2%); odds ratio (or) 0.90, 95% confidence interval (ci) 0.54-1.51; adjusted or 1.04, 95% ci 0.58-1.83], live birth, positive beta-hcg, clinical pregnancy, miscarriage, and ectopic pregnancy rates between d3-insufficient participants at t1 receiving vitamin d and d3-replete ones not receiving any supplementation (p-values >0.05).",vitamin d,40277196,3
the findings of studies on serum 25-hydroxy-vitamin d [25(oh) d] levels in pregnant women with or without coronavirus disease 2019 (covid-19) were found to be controversial and inadequate.,vitamin d,37193317,3
an increase in allergic diseases has been associated with a lack of vitamin d.,vitamin d,40070750,3
conclusions: it is essential for women of childbearing age to correct vitamin d deficiency as well as to maintain their body mass index within the normal range before preparing for pregnancy.,vitamin d,40215702,3
spearman's test found no significant correlation between maternal vitamin d level and cervical length in mid-pregnancy.,vitamin d,37465429,3
"vitamin d deficiency has been associated with an increased risk of preeclampsia, yet the efficacy of its supplementation during pregnancy in reducing preeclampsia incidence remains uncertain.",vitamin d,39716171,3
"although vitamin d supplementation is not routinely recommended in pregnant women, we suggest that it could be an option in preventing low birth weight in smokers, even passive ones, who do not have adequate dietary intake and have insufficient exposure to daylight.",vitamin d,39228189,3
"while limited in number, observational studies have shown that pregnant women with body mass indexes (bmis) above 29kg/m(2) have significantly lower vitamin d status than those with a bmi </= 29k g/m(2).",vitamin d,39993049,3
purpose: observational studies have suggested negative associations between maternal 25-hydroxyvitamin d (25(oh)d) status and risk of hypertensive disorders of pregnancy [pregnancy-induced hypertension (pih) and preeclampsia (pet)].,vitamin d,39880969,3
conclusions: a decreased vitamin d level showed a significant relationship with atopic diseases (atopic dermatitis and allergic asthma).,vitamin d,38397449,3
conclusions: vitamin d supplementation in pregnancy has significant positive effects on fetal bone maturation besides contributing to maternal bone health.,vitamin d,39825247,3
"the outcomes of interest were vitamin d deficiency, vitamin d mean level, vitamin d supplementation, and smoking rates.",vitamin d,38916195,3
we aimed to assess the association between preconception vitamin d and pregnancy outcomes among women with proven fecundity.,vitamin d,29859909,3
conclusion: more research is necessary to determine whether vitamin d supplementation can be a simple and economical solution to increase pregnancy rates.,vitamin d,39827386,3
"the results provide some support for the community nutritional policies of (a) offering vitamin d supplements to all pregnant asian women and (b) fortifying bread with calcium, thiamin and nicotinic acid.",vitamin d,6498144,3
"results: there was an association between hypertension (p=0.035), diabetes mellitus (p=0.043), smoking (p=0.016), history of ischemic heart disease (p=0.002), higher saa (p<0.001), higher hscrp (p<0.001), and lower vitamin d levels (p=0.002) and stroke evolution in a case-control study.",vitamin d,37323962,3
well-designed intervention studies are also needed to further evaluate the benefits of vitamin d supplementation during pregnancy.,vitamin d,30264203,3
the aim of this review is to critically summarize and scrutinize whether the concentration of vitamin d in the blood serum of pregnant women in all its forms may be correlated with the risk of preeclampsia during pregnancy and whether vitamin d levels could act both as a protective agent or as a risk factor or even a prognostic measure of the disease.,vitamin d,37987269,3
"therefore, to reduce hypercholesterolemia risk, adults living in areas with high air-pollution exposure may need adequate vitamin d intake and to avoid smoking.",vitamin d,39799634,3
vitamin d demands increase during pregnancy and during lactation.,vitamin d,39993049,3
"vitamin d receptor-interplay in covid-19-negative, -infected, and -vaccinated women during pregnancy.",vitamin d,39458089,3
conclusions: vitamin d deficiency in mid-pregnancy may be a factor affecting the development of ppd.,vitamin d,24965990,3
"the purpose of this study was to record the compliance and the reasons of non-compliance of pregnant women concerning their intake of supplementary iron, vitamin d and acid folic during their pregnancy.",vitamin d,32985832,3
"a potential strategy to counter the growing spread of various forms of cancer is the adoption of prevention strategies, in particular, the use of healthy lifestyles, such as maintaining a healthy weight, following a healthy diet; being physically active; avoiding smoking, alcohol consumption, and sun exposure; and vitamin d supplementation.",vitamin d,38542712,3
"thus, our proposed recommendation for vitamin d intake during pregnancy was 63 mcg (2500 iu) year-round for optimal levels in pregnant women in northeastern europe.",vitamin d,37571431,3
"parents wanted more information about vitamin d requirements for their child (80%, n = 153 out of 192 respondents, 2 non-response), about vitamin d and breastfeeding (56%, n = 108) and vitamin d and pregnancy (49%, n = 94).",vitamin d,31416429,3
"through appropriate vitamin supplementation of the mothers during pregnancy, it could be possible to ensure adequate vitamin d levels for newborns.",vitamin d,38762477,3
"predicted 25ohd by total vitamin d intake, overall and stratified by season and pre-pregnancy bmi, was explored using restricted cubic splines in an adjusted linear regression.",vitamin d,37426186,3
the potential impact of the extended vitamin d fortification policy during pregnancy varies by continent of origin - a population-representative swedish cohort.,vitamin d,40000492,3
we hypothesised that vitamin d supplementation would lower maternal blood pressure (bp) during pregnancy and reduce the incidence of hypertensive disorders of pregnancy.,vitamin d,39880969,3
these findings indicated that treatment of high blood pressure and smoking cessation may be important measures to control vitamin d levels in stroke survivors.,vitamin d,32350186,3
we believe that further research is necessary to have a comprehensive understanding of vitamin d's effects on pregnancy.,vitamin d,39035594,3
"preconception/pregnancy supplementation in amounts available in over-the-counter supplements substantially reduces the prevalence of vitamin deficiency and depletion markers before and during pregnancy, with higher maternal plasma vitamin b12 maintained during the recommended lactational period.",vitamin d,38051700,3
"conclusions: the endocrine society recommends routine vitamin d supplementation during pregnancy and lactation due to increased metabolic demand in the mother, but a recent cochrane review recommended against screening.",vitamin d,30657106,3
"this study characterized circulating concentrations of fibroblast growth factor 23 and 1,25-dihyroxyvitamin d, and investigated their interrelationships and associations with gfr and secondary hyperparathyroidism in children with ckd who were enrolled in the chronic kidney disease in children observational cohort study.",vitamin d,24311704,4
vitamin d and cognition in older adults: an update of recent findings.,vitamin d,25225898,4
association of serum 25-hydroxyvitamin d with urinary incontinence in elderly men: evidence based on nhanes 2007-2014.,vitamin d,37745700,4
population-based data relating to vitamin d status of children in northeast asia are lacking.,vitamin d,34836430,4
effects of vitamin d supplementation in obese and overweight children and adolescents: a systematic review and meta-analysis.,vitamin d,37178775,4
an impact of vitamin d in neurocognitive function has been theorized but it remains unknown whether vitamin-d insufficiency (vdi) is associated with worse socio-emotional adjustment (sea) in vulnerable early school-aged children.,vitamin d,31336843,4
vitamin d supplementation and muscle strength in pre-sarcopenic elderly lebanese people: a randomized controlled trial.,vitamin d,30569340,4
"using logistic regression the odds of having vitamin d deficiency was 3.22 (95% ci, 1.65-6.28) in the group with household income less than pkr 50,000 per month compared to the group with household income more than pkr 50,000 per month when the model was adjusted for gender and exposure to sunlight.",vitamin d,30772787,4
the population consisted of individuals aged 20-60 years who underwent blood tests for alt and vitamin d.,vitamin d,31103458,4
[analysis of vitamin d status among children under 7 years of age in some regions of china].,vitamin d,35488634,4
"with age, renal synthesis of 1,25(oh)(2)d(3) declines significantly, and vitamin d supplementation has been found to alleviate the manifestations of male reproductive aging.",vitamin d,33586492,4
"in the subgroup analysis by sex, a significant association was found between serum vitamin d level and cataract in both male (p = 0.01, md: -2.15,95%ci: [-3.83, -0.46]) and female (p < 0.01; md: -6.67,95%ci: [-8.20, -5.14]).in the subgroup analysis by the types of cataract, significant association was found between serum vitamin d level and nuclear (p < 0.01; md: -10.48; 95%ci: [-12.72, -8.24]) and posterior subcapsular cataract (p = 0.02; md: -6.05; 95%ci: [-11.30, -0.80]) but not in cortical cataract (p = 0.14; md: -6.74; 95%ci: [-15.70, 2.22]).",vitamin d,39179900,4
